Time SenderId SenderProto ReceiverId ReceiverProto   Commodity        Quantity           
330  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
330  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
331  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
331  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
331  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
332  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
332  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
332  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
333  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
333  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
333  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
334  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
334  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
334  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
335  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
335  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
335  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
336  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
336  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
336  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
337  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
337  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
337  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
338  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
338  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
338  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
339  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
339  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
339  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
340  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
340  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
340  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
